,Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
149,Paul Downton ,England,,,,,,,,0.0,,,,,,,71.0,165.0,193.0,212.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Jeff Dujon ,West Indies,,,,,,,,,,,,0.0,134.0,324.0,586.0,785.0,949.0,1183.0,1437.0,1732.0,1802.0,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Gregory Dyer ,Australia,,,,,,,,,,,,,,,,,51.0,101.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Geoffrey Dymock ,Australia,,,,,0.0,,,2.0,,17.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,John Dyson ,Australia,,,,,,,,,,,218.0,255.0,438.0,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Bruce Edgar ,New Zealand,,,,,,,,,31.0,144.0,298.0,688.0,781.0,1333.0,1397.0,,1814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Phillippe Edmonds ,England,,,,,,,,5.0,9.0,31.0,,,,,31.0,100.0,100.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,John Edrich ,England,,82.0,,,215.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Graham Edwards ,New Zealand,,,,,,,73.0,,85.0,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Ross Edwards ,Australia,,,69.0,,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Walter Edwards ,Australia,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Manzoor Elahi ,Pakistan,,,,,,,,,,,,,,,114.0,123.0,333.0,596.0,682.0,,699.0,,,,707.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,
161,Richard Ellison ,England,,,,,,,,,,,,,,,18.0,59.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,John Emburey ,England,,,,,,,,,,,26.0,31.0,31.0,,,,73.0,399.0,461.0,471.0,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Farokh Engineer ,India,,,,,36.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Neil Fairbrother ,England,,,,,,,,,,,,,,,,,,80.0,232.0,,,354.0,860.0,1204.0,1226.0,1341.0,1539.0,,1595.0,2092.0,,,,,,,,,,,,,,,,,,,,
165,Ijaz Faqih ,Pakistan,,,,,,,,,,,0.0,57.0,63.0,124.0,191.0,,,191.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Zahid Fazal ,Pakistan,,,,,,,,,,,,,,,,,,,,,44.0,251.0,273.0,333.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,
167,Ellukutige Fernando ,Sri Lanka,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Keith Fletcher ,England,,24.0,138.0,244.0,340.0,607.0,,,,,,638.0,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Andrew Flower ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,374.0,644.0,869.0,1032.0,1404.0,2170.0,2942.0,3794.0,4737.0,5797.0,6454.0,6786.0,,,,,,,,,,,,,,,,
170,Grant Flower ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,97.0,353.0,486.0,624.0,1096.0,1939.0,2867.0,3651.0,4299.0,5415.0,5809.0,6277.0,6536.0,,,,,,6571.0,,,,,,,,,
171,Maurice Foster ,West Indies,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Neil Foster ,England,,,,,,,,,,,,,,,35.0,42.0,61.0,145.0,145.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Graeme Fowler ,England,,,,,,,,,,,,,,360.0,508.0,714.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Trevor Franklin ,New Zealand,,,,,,,,,,,,,,0.0,6.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Angus Fraser ,England,,,,,,,,,,,,,,,,,,,,0.0,16.0,69.0,,,76.0,80.0,,,122.0,141.0,,,,,,,,,,,,,,,,,,,,
176,Roy Fredericks ,West Indies,,,,109.0,,246.0,267.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bruce French ,England,,,,,,,,,,,,,,,,11.0,,32.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Anshuman Gaekwad ,India,,,,,,59.0,75.0,,169.0,223.0,,,,245.0,257.0,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Joel Garner ,West Indies,,,,,,,,0.0,13.0,37.0,69.0,75.0,81.0,123.0,153.0,195.0,198.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Mike Gatting ,England,,,,,,,,22.0,25.0,,44.0,322.0,464.0,547.0,778.0,902.0,1004.0,1685.0,1991.0,2049.0,,,,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Sunil Gavaskar ,India,,,,,48.0,161.0,,,165.0,254.0,298.0,411.0,605.0,988.0,1138.0,1552.0,2357.0,3092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Nadeem Ghauri ,Pakistan,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Karsan Ghavri ,India,,,,,,0.0,,,6.0,41.0,85.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Lance Gibbs ,West Indies,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Norman Gifford ,England,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,David Gilbert ,Australia,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Stuart Gillespie ,New Zealand,,,,,,,,,,,,,,,,,45.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Gary Gilmour ,Australia,,,,,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Larry Gomes ,West Indies,,,,,,,,,7.0,,43.0,99.0,199.0,542.0,747.0,1177.0,1260.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Graham Gooch ,England,,,,,,,40.0,,134.0,450.0,747.0,905.0,1046.0,,,1335.0,1665.0,2505.0,2615.0,2996.0,3397.0,3641.0,4071.0,4206.0,4288.0,4290.0,,,,,,,,,,,,,,,,,,,,,,,,
191,Yohan Goonasekera ,Sri Lanka,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Hettiarachige Goonatillake ,Sri Lanka,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,David Gower ,England,,,,,,,,,201.0,503.0,579.0,720.0,909.0,1995.0,2196.0,2427.0,2564.0,2905.0,,3030.0,3116.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Anthony Gray ,West Indies,,,,,,,,,,,,,,,,7.0,20.0,43.0,43.0,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Evan Gray ,New Zealand,,,,,,,,,,,,,,,0.0,,57.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Mark Greatbatch ,New Zealand,,,,,,,,,,,,,,,,,,,380.0,431.0,884.0,965.0,1404.0,1602.0,1748.0,2086.0,2206.0,,,,,,,,,,,,,,,,,,,,,,,
197,Alvin Greenidge ,West Indies,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Gordon Greenidge ,West Indies,,,,,,129.0,227.0,235.0,,664.0,1133.0,1281.0,1573.0,2322.0,2545.0,2912.0,3242.0,3688.0,4470.0,4869.0,5025.0,5134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Tony Greig ,England,,,55.0,134.0,206.0,238.0,243.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Asanka Gurusinha ,Sri Lanka,,,,,,,,,,,,,,,,0.0,252.0,498.0,707.0,955.0,1351.0,1514.0,1961.0,2254.0,2627.0,3156.0,3902.0,,,,,,,,,,,,,,,,,,,,,,,
201,Dayle Hadlee ,New Zealand,,,,0.0,12.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Sir Richard Hadlee ,New Zealand,,,,49.0,52.0,79.0,79.0,,81.0,138.0,253.0,397.0,433.0,726.0,798.0,952.0,1259.0,1312.0,1603.0,1603.0,1751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Azeem Hafeez ,Pakistan,,,,,,,,,,,,,,12.0,22.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Jeffrey Hammond ,Australia,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,John Hampshire ,England,,10.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Roger Harper ,West Indies,,,,,,,,,,,,,,0.0,0.0,86.0,217.0,348.0,394.0,416.0,,,419.0,469.0,555.0,705.0,855.0,,,,,,,,,,,,,,,,,,,,,,,
207,Chris Harris ,New Zealand,,,,,,,,,,,,,,,,,,,,,51.0,189.0,479.0,501.0,822.0,,1209.0,1686.0,2109.0,2519.0,2910.0,3349.0,3955.0,4250.0,4379.0,,,,,,,,,,,,,,,
208,Blair Hartland ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,73.0,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,Mark Haslam ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Brian Hastings ,New Zealand,,,,4.0,38.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Chandika Hathurusingha ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,189.0,589.0,,645.0,648.0,,669.0,669.0,,,,,,,,,,,,,,,,,,,,
212,Frank Hayes ,England,,,,38.0,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Desmond Haynes ,West Indies,,,,,,,,,148.0,446.0,617.0,911.0,1042.0,1562.0,2375.0,3607.0,4023.0,4585.0,5331.0,6338.0,6621.0,7061.0,7706.0,8380.0,8648.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,Ronald Headley ,West Indies,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Ian Healy ,Australia,,,,,,,,,,,,,,,,,,,27.0,116.0,356.0,487.0,627.0,850.0,1140.0,1375.0,1617.0,1764.0,,,,,,,,,,,,,,,,,,,,,,
216,Edward Hemmings ,England,,,,,,,,,,,,,1.0,4.0,,,,8.0,,9.0,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Michael Hendrick ,England,,,,1.0,,2.0,3.0,3.0,5.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Omar Henry ,South Africa,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Graeme Hick ,England,,,,,,,,,,,,,,,,,,,,,,129.0,628.0,1038.0,1374.0,1571.0,2105.0,2214.0,2477.0,3271.0,3787.0,3846.0,,,,,,,,,,,,,,,,,,
220,Andrew Hilditch ,Australia,,,,,,,,,,153.0,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Narendra Hirwani ,India,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Thomas Hogan ,Australia,,,,,,,,,,,,,,55.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Rodney Hogg ,Australia,,,,,,,,,,8.0,8.0,11.0,,53.0,100.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Vanburn Holder ,West Indies,,,,10.0,,32.0,34.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Michael Holding ,West Indies,,,,,,,19.0,,,21.0,34.0,45.0,66.0,104.0,198.0,217.0,222.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Robert Holland ,Australia,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,David Hookes ,Australia,,,,,,,,14.0,,23.0,,,41.0,682.0,821.0,,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Carl Hooper ,West Indies,,,,,,,,,,,,,,,,,,159.0,648.0,758.0,916.0,1295.0,1588.0,2177.0,2690.0,3104.0,3328.0,3963.0,4244.0,4612.0,,5146.0,5662.0,5761.0,,,,,,,,,,,,,,,,
229,Philip Horne ,New Zealand,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,David Houghton ,Zimbabwe,,,,,,,,,,,,,,176.0,,,,402.0,,,,,640.0,1009.0,1106.0,1279.0,1312.0,1530.0,,,,,,,,,,,,,,,,,,,,,,
231,Geoff Howarth ,New Zealand,,,,,,93.0,136.0,,190.0,260.0,387.0,598.0,651.0,1079.0,1235.0,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Hedley Howarth ,New Zealand,,,,6.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Andrew Hudson ,South Africa,,,,,,,,,,,,,,,,,,,,,,0.0,660.0,962.0,1442.0,1512.0,2462.0,2559.0,,,,,,,,,,,,,,,,,,,,,,
234,Kim Hughes ,Australia,,,,,,,,5.0,,227.0,529.0,869.0,1105.0,1420.0,1942.0,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Merv Hughes ,Australia,,,,,,,,,,,,,,,,,,,4.0,37.0,56.0,56.0,56.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Alan Hurst ,Australia,,,,,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Nasser Hussain ,England,,,,,,,,,,,,,,,,,,,,2.0,17.0,,,,43.0,,92.0,155.0,256.0,743.0,1206.0,1404.0,2205.0,2332.0,,,,,,,,,,,,,,,,
238,Alan Igglesden ,England,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,Ray Illingworth ,England,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Richard Illingworth ,England,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,61.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,
241,Asif Iqbal ,Pakistan,,,,3.0,27.0,80.0,,139.0,201.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Robin Jackman ,England,,,,,0.0,,14.0,,,,20.0,36.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Ajay Jadeja ,India,,,,,,,,,,,,,,,,,,,,,,,205.0,280.0,1000.0,1170.0,1959.0,2896.0,3900.0,5044.0,5359.0,,,,,,,,,,,,,,,,,,,
244,Salim Jaffer ,Pakistan,,,,,,,,,,,,,,,,,2.0,19.0,23.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Jalaluddin ,Pakistan,,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,John Jameson ,England,,,,28.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Malcolm Jarvis ,Zimbabwe,,,,,,,,,,,,,,,,,,9.0,,,,,37.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,
248,Paul Jarvis ,England,,,,,,,,,,,,,,,,,,,5.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Aaqib Javed ,Pakistan,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,10.0,34.0,51.0,69.0,144.0,237.0,265.0,267.0,,,,,,,,,,,,,,,,,,,,,
250,Rohan Jayasekera ,Sri Lanka,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Sanath Jayasuriya ,Sri Lanka,,,,,,,,,,,,,,,,,,,,40.0,99.0,109.0,252.0,599.0,1161.0,1655.0,2610.0,3788.0,4449.0,5123.0,6033.0,7235.0,8312.0,9172.0,9896.0,10219.0,11372.0,12207.0,12785.0,13428.0,,13430.0,,,,,,,,
252,Sridharan Jeganathan ,Sri Lanka,,,,,,,,,,,,,,0.0,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Terrence Jenner ,Australia,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Vinothen John ,Sri Lanka,,,,,,,,,,,,,0.0,35.0,44.0,73.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Andrew Jones ,New Zealand,,,,,,,,,,,,,,,,,,94.0,900.0,1229.0,1647.0,2014.0,2544.0,2639.0,2739.0,2784.0,,,,,,,,,,,,,,,,,,,,,,,,
256,Dean Jones ,Australia,,,,,,,,,,,,,,,141.0,481.0,801.0,1738.0,2328.0,3044.0,4218.0,4690.0,5312.0,5599.0,6068.0,,,,,,,,,,,,,,,,,,,,,,,,,
257,Bernard Julien ,West Indies,,,,0.0,,57.0,66.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Brendon Julian ,Australia,,,,,,,,,,,,,,,,,,,,,,,,0.0,,11.0,,11.0,40.0,224.0,,,,,,,,,,,,,,,,,,,,
259,Alvin Kallicharran ,West Indies,,,,79.0,,313.0,,337.0,378.0,560.0,824.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Lalith Kaluperuma ,Sri Lanka,,,,,,19.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Sanath Kaluperuma ,Sri Lanka,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Romesh Kaluwitharana ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,0.0,14.0,15.0,140.0,144.0,293.0,978.0,1143.0,1622.0,2504.0,2766.0,3349.0,3504.0,3709.0,3711.0,,,,,,,,,,,,,,,
263,Mohsin Kamal ,Pakistan,,,,,,,,,,,,,,,5.0,10.0,10.0,26.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Vinod Kambli ,India,,,,,,,,,,,,,,,,,,,,,,93.0,122.0,806.0,1522.0,1741.0,2003.0,2136.0,2225.0,2305.0,2477.0,,,,,,,,,,,,,,,,,,,
265,Rohan Kanhai ,West Indies,,,,55.0,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Martin Kent ,Australia,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Robert Kerr ,Australia,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Imran Khan ,Pakistan,,,,,0.0,9.0,13.0,52.0,64.0,106.0,108.0,184.0,468.0,751.0,907.0,1162.0,1348.0,1785.0,1966.0,2759.0,3255.0,3480.0,3709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Majid Khan ,Pakistan,,,,8.0,117.0,326.0,346.0,369.0,456.0,606.0,672.0,748.0,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Mohsin Khan ,Pakistan,,,,,,,,15.0,84.0,,,130.0,601.0,857.0,1140.0,1551.0,1877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Moin Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,23.0,96.0,168.0,,168.0,277.0,663.0,1306.0,1684.0,2207.0,2751.0,2853.0,,2912.0,3266.0,,,,,,,,,,,,,,,
272,Nadeem Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
273,Rashid Khan ,Pakistan,,,,,,,,,,,4.0,,4.0,13.0,85.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Zakir Khan ,Pakistan,,,,,,,,,,,,,,,8.0,8.0,14.0,,25.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Collis King ,West Indies,,,,,,,22.0,22.0,,192.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Syed Kirmani ,India,,,,,,,8.0,,13.0,,143.0,187.0,249.0,341.0,341.0,346.0,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Gary Kirsten ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,11.0,621.0,983.0,2425.0,3018.0,3579.0,4044.0,5511.0,6149.0,6612.0,6798.0,,,,,,,,,,,,,,,,
278,Peter Kirsten ,South Africa,,,,,,,,,,,,,,,,,,,,,,95.0,767.0,906.0,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,
279,Alan Knott ,England,,24.0,80.0,92.0,107.0,127.0,175.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Pallemoni Krishnamurthy ,India,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Christopher Kuggeleijn ,New Zealand,,,,,,,,,,,,,,,,,,,130.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Adrian Kuiper ,South Africa,,,,,,,,,,,,,,,,,,,,,,127.0,276.0,,414.0,478.0,539.0,,,,,,,,,,,,,,,,,,,,,,,
283,Rajiv Kulkarni ,India,,,,,,,,,,,,,,1.0,,,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Anil Kumble ,India,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,96.0,148.0,171.0,318.0,442.0,506.0,566.0,716.0,724.0,794.0,860.0,886.0,930.0,933.0,938.0,,,,,,,,,,,,
285,Brendon Kuruppu ,Sri Lanka,,,,,,,,,,,,,,182.0,252.0,293.0,396.0,465.0,796.0,917.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Graeme Labrooy ,Sri Lanka,,,,,,,,,,,,,,,,,4.0,16.0,93.0,133.0,175.0,210.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Bruce Laird ,Australia,,,,,,,,,,41.0,92.0,248.0,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Arun Lal ,India,,,,,,,,,,,,,15.0,31.0,,,,38.0,115.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Allan Lamb ,England,,,,,,,,,,,,,279.0,927.0,1266.0,1569.0,1755.0,2614.0,2723.0,3072.0,3494.0,3710.0,4010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Raman Lamba ,India,,,,,,,,,,,,,,,,,289.0,509.0,517.0,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Clayton Lambert ,United States,,,,,,,,,,,,,,,,,,,,,48.0,132.0,,,,,,,368.0,,,,,,407.0,,,,,,,,,,,,,,,
292,Justin Langer ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,125.0,131.0,,160.0,,,,,,,,,,,,,,,,,,,,,,
293,Brian Lara ,West Indies,,,,,,,,,,,,,,,,,,,,,11.0,274.0,1068.0,2417.0,2896.0,3702.0,4394.0,5149.0,5535.0,6166.0,6525.0,7257.0,7549.0,8437.0,8921.0,9359.0,10019.0,10405.0,,,,,,,,,,,,
294,Wayne Larkins ,England,,,,,,,,,,7.0,84.0,,,,,,,,,323.0,551.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Rodney Latham ,New Zealand,,,,,,,,,,,,,,,,,,,,,132.0,178.0,458.0,562.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,Rashid Latif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,118.0,270.0,460.0,518.0,664.0,679.0,748.0,,,917.0,1352.0,1709.0,,,,,,,,,,,,,,,,
297,Trevor Laughlin ,Australia,,,,,,,,,2.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,David Lawrence ,England,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Bill Lawry ,Australia,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Geoff Lawson ,Australia,,,,,,,,,,,4.0,59.0,64.0,167.0,266.0,373.0,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Warren Lees ,New Zealand,,,,,,,,,,28.0,105.0,105.0,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,John Lever ,England,,,,,,,1.0,31.0,36.0,37.0,54.0,54.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Peter Lever ,England,,4.0,,4.0,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Chris Lewis ,England,,,,,,,,,,,,,,,,,,,,,28.0,28.0,135.0,251.0,315.0,,348.0,,374.0,,,,,,,,,,,,,,,,,,,,,
305,Dennis Lillee ,Australia,,,13.0,,,32.0,,,,92.0,121.0,189.0,232.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Dulip Liyanage ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,,,,142.0,,,,144.0,,,,,,,,,,,,,,,,,,
307,Clive Lloyd ,West Indies,,,,31.0,,190.0,316.0,361.0,,504.0,600.0,840.0,1089.0,1273.0,1609.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,David Lloyd ,England,,,,8.0,201.0,250.0,,,284.0,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Timothy Lloyd ,England,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
